start_phone,end_phone,num
15868934423,15672192535,443
15056278562,15843418639,914
13774919395,15957512837,930
18266619802,15510937734,771
14583485950,13041617256,688
15009026787,15957837408,563
15548199200,14780457543,113
15654910782,13139253910,644
18767160473,13324687502,688
15728234346,18930177558,424
13274816780,13480833288,375
15200699214,13517082213,636
13252309921,13425860179,733
18997317085,15801472732,292
18874445479,15048593349,114
18614271504,18795971037,226
13975619904,13770188669,643
15293421740,13119923363,869
15885027486,15076894033,255
13380225148,18860241144,624
15911698588,15022832250,958
15906163826,15022832250,879
18652571405,13594755204,947
13081122004,14736801924,120
15392502353,15343268996,259
15131208779,14525397881,715
18525079260,13778186649,119
18503823512,18288766812,849
13194130081,15578187969,758
18914347455,13249129930,116
18252480972,15175493644,879
15708756077,18992632528,141
18738201517,15826212899,405
13206034877,18043432628,698
18110313736,15069439132,877
15604126553,15268522263,207
15860771674,15352581757,290
13509096806,13390800550,561
13411939638,18838547261,179
18137083310,13903670826,665
18887150857,18783326457,799
13122854620,15067160544,691
14551741366,18736811760,769
18535644344,13122703462,412
15375965386,13238271296,438
13603809878,13518545491,471
14517844152,15370448837,722
15962304837,15697123745,182
15604477725,15165048830,402
15018086672,14508877358,542
15374692728,14516327345,183
18255058854,15197610028,804
18753035304,18193349253,984
15004333500,13412494607,764
13481373631,15047478388,164
13471907502,15732874024,873
14559004689,18749064038,897
13876672778,18646618259,198
18218985957,13379055273,796
15952472844,13728746470,893
15772629922,15275912274,888
13347202220,15275912274,991
13364976276,15699421965,385
15529519436,18983408024,753
13780994380,14759055686,471
15189979574,18019533960,796
15908397066,13910234391,140
13223070871,13314930905,769
18649599829,15004483197,250
13685106188,15004483197,332
15854289102,18973756399,851
15858929354,15789647158,580
13265118101,15026204126,940
15162003530,15525365566,978
18865637787,18746302665,321
18846037942,15922709709,558
15359523578,15062020960,698
14751714533,13375425836,879
18926391639,15695998690,366
13197113406,14561593672,773
13556566248,15834714621,600
13991991357,15834714621,474
13423870773,15735058895,964
18575034265,14543027601,669
15607709813,15595457917,624
18064057229,18061605753,844
13319359873,14733821299,367
14516739064,15746353054,742
15262682621,13840453129,813
13836607160,18568821059,755
18271952881,18506073582,230
15529813601,13286669083,748
13622787278,18132168157,774
14543762093,14563842597,830
13328827549,13172854951,236
18755027377,15784427856,908
18872559322,13983211186,457
18521144677,13609517041,541
18744902731,13123679255,122
13654789340,14731094947,630
13146850728,13964334495,806
15253804374,15040197323,798
15765613043,15357374314,524
18639836896,14500013156,387
13521940399,13356727279,745
15240586053,18640787407,991
15300875273,15967095052,829
13465107259,15519092586,505
15723027588,13676382888,935
18263914971,18668976606,274
15980638639,13806245060,523
15844957182,14798342395,577
15791909907,18565859483,424
13429063587,15203676775,784
18982094840,18516227170,491
18000515518,15634620067,330
13556111046,15271386492,269
15365461624,13487654413,480
15374129358,14553045991,180
18992309098,18609711798,864
15023572861,15629187223,491
15309451507,13717343127,279
15945242549,15653019100,272
13712403051,14584731666,686
15965989325,13834423977,396
13864696265,13930414605,766
13511742651,18155948498,146
18999565484,15266903259,391
18723871220,15705731304,602
18040670542,13486144157,485
15041651851,15524126271,112
13702798517,18660726193,647
13908595886,13079300728,892
13219007483,15829532043,485
15384673029,15769835039,591
18831936194,13192006870,468
18205111644,18012245106,244
15093102518,15201862530,248
13741632865,13695224343,453
15791668674,18106920721,922
15138821184,18928430536,588
13846107471,18787713416,941
18925321916,13989361186,251
18940629200,15198721062,653
13771495865,13461425911,852
13431423496,13676453644,354
14568747047,15987005033,806
13278695775,13268317088,892
13843729642,13173079571,422
15054636160,15245460620,897
15617597793,15357893528,400
15339392453,14576267177,949
13914772291,13640268759,108
15228101949,14542980507,112
15745027603,13596061980,658
18264642386,13798624896,652
18875104312,15215284696,957
15879308392,13872372667,150
15960313413,14714167707,902
18899761150,13045054071,690
18637842948,14510347581,598
15559478198,14760635572,898
13690022547,15144200437,997
13213719924,18279482700,394
15806000141,14552538441,829
18008124645,15006881301,295
13806502377,13337088472,335
18000368409,18998462663,225
18789654499,13927490211,389
13590995703,13826165057,650
13717893478,13357015754,524
18700158566,13735830689,722
13703903012,13462739515,433
15165905393,18050043484,843
18749231917,13947452608,523
13825206310,13202602644,570
15863615101,13121508325,447
13383098113,13173480746,520
15375561929,13002409813,495
13311928353,15176385383,878
18264943330,13696050124,114
15824629142,15144966377,902
13422790445,15051011226,345
15287160154,18968770718,355
13631672210,18957489837,241
15805441414,15224708729,983
13193537893,15603563540,533
15214616262,13184155636,903
15964950418,18026084899,933
13211729736,18043804896,384
14566486741,15562684023,141
14572980484,15074208591,275
14540455029,13250932868,561
13186492172,18561243329,975
18819039329,13512958829,701
18065217996,15058453073,156
18702115146,13076859951,542
15077685131,18975216666,936
14588787506,13271801397,299
14712220567,13882400493,366
13742117550,13138889484,275
18590700785,13234996284,520
13630901078,15944911617,310
18088208214,18246942191,771
15851367230,15868934423,783
15209291005,18796079756,542
15904786610,15056278562,361
13943302647,15615452710,480
13020781507,13774919395,404
15772649200,13749864987,373
15186748849,13052977585,543
18988149247,18266619802,573
13714141537,18120268027,450
15361157911,14583485950,458
15728938158,13431900956,986
15251938350,15729479699,562
15807752047,15548199200,605
13579532436,15732038307,688
15109408274,18160469825,910
15374522468,13685716462,438
18524954699,18767160473,832
15388015221,18563953468,462
18974333473,15728234346,829
15789036589,13811691229,978
13361880010,13274816780,277
18198973552,18858595776,357
18952992755,15200699214,439
15620024255,13932591200,597
13113657490,18292638701,787
14584694788,15191010840,672
15233895450,18519984207,864
15308559168,18997317085,328
13602483632,18874445479,977
14779545634,13653646810,346
18879775320,13691894718,528
13966334635,15220325041,435
15191300283,14722319671,488
18665437640,13975619904,974
15043648691,15801141591,122
13964914388,18938314377,764
14531055141,15885027486,483
18001740152,15300472484,625
13822701086,15617987101,528
13926186713,18569680030,750
15529952064,18542080662,498
15871032245,18872562712,101
15543969299,15906163826,820
13118359875,18153070323,832
13614628713,13427185337,151
13263132374,13792993680,945
13345198376,13386778367,885
18727836056,15081819817,658
15906846722,15392502353,657
15616219166,15269017245,567
15773777606,15131208779,130
18528107447,15131208779,204
18062900353,18723516362,770
15803955081,13946357101,688
13293605437,13058562329,155
13883916478,15750327342,225
15058000048,13194130081,425
13862809175,13194130081,346
15052139844,18994073642,731
15780393488,18291445558,765
18932660708,18252480972,875
15038646156,15363236813,648
14512979224,15873257718,893
13315289794,14764946825,721
18820066233,14543542904,150
14718307141,13668130278,861
13499063507,13206034877,934
13920979791,15748492631,977
15090873321,15876430295,354
14592334884,18110313736,653
15991746949,14536884577,841
13005144392,18738549590,409
18079195191,15860771674,326
13116959055,13922389208,294
18187324004,13456500263,511
18092555086,13509096806,453
15984810380,13035937130,386
13102462008,13902921665,979
13434386084,14794546239,676
18706250726,13479905010,129
13763861158,18887150857,582
13146542821,18835948007,358
15356569633,13122854620,476
18020287290,18075584052,212
18906385910,14551741366,234
18552715625,14521974349,322
18750000269,13412116499,977
13616086793,18535644344,845
18937150994,15375965386,571
15642786302,15823693994,990
15882598679,13603809878,694
14594005947,13623867891,171
15646201672,14517844152,697
13315524757,14517844152,736
13050872336,15962304837,404
15555476028,13012036579,526
13518560111,18652328551,708
13722193283,15604477725,208
18255115915,15018086672,966
15394865091,18775634389,127
15330674663,13783541276,800
18167217855,13717840905,628
15238022385,18255058854,790
18254363499,15268123760,642
13711116974,18753035304,447
13225730523,18753035304,183
18777290058,15615693321,136
15053923866,13434359712,223
18697471096,13481373631,533
13972542233,13151734204,544
15204032856,13214902622,289
13781368345,13730442304,379
18042878793,14559004689,923
18175302009,14567788646,945
13194610610,13876672778,331
14565028006,15143671921,253
13429496863,18218985957,202
18512344538,13602779088,654
15506903399,15284587211,110
13269577895,13247581700,200
13812629801,15772629922,592
15117209002,15307227486,195
13832906938,13617105221,568
13375057682,15722080284,230
18937937110,13576463774,626
18902168227,14764066784,159
18691452131,18115736350,862
13599999008,13902589924,359
15148362466,13441681265,920
13406515493,18804924602,942
15653827976,14548262414,596
13274461289,18030948616,697
15055214320,15908397066,507
14761856945,13448382602,182
15094361471,13223070871,766
14571138392,13378877319,798
18182255269,18649599829,154
15906319143,13394081205,316
18865272322,13685106188,385
18561868929,13686268835,697
18974940158,15854289102,174
15189198322,14512654120,717
18825019531,13344378433,583
18982121042,15266831967,143
13446581370,13265118101,424
18907292541,13969502287,124
18036872506,18876020585,107
15660601420,15162003530,287
13480791826,18865637787,570
15816214006,15573314374,927
15958734779,13762340447,400
13763363713,15919442131,558
15585234396,15359523578,931
13414377168,18610972495,121
13440814689,14751714533,391
13929328928,13346662875,681
13788594810,18926391639,894
18001337160,13094952918,407
14564433239,18883738293,394
13445755664,13741978443,985
13854354041,15323639942,609
18007600340,18935985374,417
13045469719,13991991357,759
13806272493,13896722715,815
13459183404,13423870773,161
13064304681,13755193056,186
15149677635,14796031193,591
15963187356,18575034265,178
14790708835,14562963397,623
15332980873,15237205256,565
13381778935,15339019349,554
14742646310,15092990151,923
15511247959,13080011453,828
14597432017,18058657446,322
18582198559,14516739064,839
13048084382,15967462113,964
15348118156,18531951949,978
13813856105,15297131309,911
18255826582,13836607160,964
13216324415,13552975327,723
15534825764,18271952881,146
13247127381,13672291028,758
18132691619,15529813601,501
13009461128,18792833582,183
18222927314,13622787278,453
13348462702,18802573461,519
13514534405,14543762093,742
13817510493,15339418079,535
13955960158,13328827549,266
13885940180,18215235157,399
18972947443,15219429360,585
18845321127,13491485001,361
15606785103,18872559322,905
13018195817,18623092698,447
13875199073,18533563646,795
18892487056,13089382493,746
13063571557,18055962681,375
18793668062,13946413870,152
13684371952,13877255152,961
13474962929,13461983710,557
14577742893,13012202416,609
15658865999,13637412036,354
18242196589,15253804374,320
15213235997,18974701257,154
13696908543,15765613043,563
13117158567,18902534329,172
15347022469,18639836896,462
18925387303,15174856172,973
18567861821,13521940399,222
18661301846,15670927874,132
15916900918,18862005701,960
13571496384,18927494404,946
13113790022,15300875273,791
15727781696,15300875273,950
13789693268,14550612856,713
15169366885,13267075377,370
15949350488,13351595862,177
15100397737,15753481605,638
13856354412,14565548289,291
18138297852,13416224157,535
13308085121,15980638639,651
14575073074,18011223940,875
13294063149,15844957182,455
13108285750,13923617873,883
15365434576,15791909907,354
14771943438,18838321007,515
15529561143,13931883844,460
13391702248,13806091561,606
13571878930,18982094840,743
13122669104,15995612587,222
18770861922,13117018810,693
15118452331,13743130640,615
15043814573,18076471233,263
18589708713,13018849795,910
13693513116,15365461624,164
13699829077,15998333215,936
13339824720,15374129358,506
18078657146,18682825099,106
15835882113,13387656662,179
15553651608,18703505512,778
15109630357,15023572861,328
14592755919,15387583002,401
15952556039,13696348671,515
14500794244,14578162869,656
15248871106,18505013002,462
13215615314,18265050291,812
18069757754,15987810464,695
15702907011,15925857616,301
13691991521,15182371281,291
15245282611,18890312814,984
15215175492,15276963744,128
18683109164,15359172046,718
15067580992,13511742651,549
13599244439,18912268976,180
13345079170,18874639045,288
13505766551,15669817812,747
14553969528,18723871220,725
13934139391,18643468966,198
15178751379,18040670542,177
15502968576,13669010370,144
18783309576,15041651851,427
18811882704,18946034692,661
15390302456,13702798517,992
13256424160,18771425557,323
15062560638,13908595886,836
18157598785,13330179670,987
13257381940,13137239868,116
13839751070,13219007483,953
14793364910,15384673029,673
18832890419,18246656136,471
13246048949,18831936194,255
15536792039,15885626752,235
15066668486,18205111644,227
14735789160,18205111644,759
18665764351,18599952066,547
15229793702,18045308793,319
13524395249,13741632865,734
13511693877,13443414580,316
15760343434,15351242456,750
13697000425,15342347205,839
15022078378,15138821184,157
18159353255,15253629687,375
18620241983,13846107471,399
15138346236,18614601928,721
13957244208,18925321916,497
18255964787,18965515053,779
18865073600,18626846808,325
15952778362,18964089588,558
15931351731,13771495865,947
18813837806,18107323993,316
13389599379,13431423496,296
18009537124,18136282573,820
15621628965,14568747047,735
15874070354,15875992801,392
15126571031,13961447339,298
15375294161,15522013029,449
15735539974,15353156017,283
13973075355,13843729642,519
18295953929,15791555040,447
18646580578,18048808249,541
18602043630,15617597793,167
18513197568,13467870928,587
18181206812,13716121330,460
15695014326,18923059207,988
18287900151,18825757134,562
13905534470,13586240082,262
13358869069,15749181849,479
15585508470,15664255564,411
13408740810,15745027603,789
13877320610,14560598645,150
14585464335,14553263552,806
18659822045,13325399636,634
13499631203,18875104312,361
13852569462,13189659339,269
13678753343,15879308392,293
13545239169,13884214214,423
14507851334,15960313413,838
13899361206,13171393623,120
13226974817,18899761150,893
15359241396,15531679996,190
15333823074,13304955182,582
15177523397,15533501745,149
18721038493,15559478198,398
13621216370,18115606150,932
15911901941,13690022547,777
18129578843,18630867708,245
15115608000,13213719924,333
15230356358,13213719924,937
13540390223,18857378721,603
13576355536,13614680090,200
18085530205,13829702251,861
18559123695,15969946502,340
15137531337,13806502377,856
18848563848,18230999501,235
13918456671,18261378281,580
15607077931,13228087539,341
13421669782,18789654499,457
13533330120,18749430875,781
13562097191,13317488110,249
18073866847,15589964949,690
15056503630,13717893478,510
18197898055,14536208632,115
13412078897,18700158566,500
13447923468,14544944552,963
15635378648,13311952835,426
13730551294,13703903012,818
18210881391,15165905393,118
13252648546,15165905393,711
15174628419,18749231917,772
15072733402,13486963100,687
13835270339,18295684334,347
13815628783,13825206310,723
15258092078,15863615101,430
14537954069,13676972001,956
15887430198,14797995364,118
18742441548,18650742670,483
15284834439,13398988557,645
14582973082,15375561929,167
13079050222,18192646877,176
15279815033,15197938813,540
14703887167,18264943330,844
13276624176,13639308900,637
15398043264,18277392717,942
15143662869,15824629142,305
14785379623,18033637625,181
15871901301,13837121637,943
13930349909,15287160154,217
14523077990,18588082693,443
13169157222,13631672210,743
15746269004,13631672210,116
18615178499,18741568362,535
13071624510,18099489213,748
18867000240,13193537893,395
18115306382,18156198685,921
18954038691,13477644215,438
14798542922,13958085104,909
13645384048,15574424970,272
14553634563,18811727947,288
13018973120,18047715837,340
14702747828,18769907422,543
15302493162,13949761988,193
14574839771,18182374331,552
15181846330,18016507330,817
15310615738,13842544804,134
18183444599,14540455029,149
14557171842,18538569864,905
15762816174,13186492172,172
15659629355,13374556959,235
13737286978,18819039329,419
15051951992,14771218476,911
15655754125,13459517346,335
13496995306,18605942031,352
13831099120,18702115146,519
15242634717,15257411349,805
13919903513,13160806489,985
18734793817,13269698062,419
13902805477,14588787506,363
15857429138,18835878858,999
13756634992,14712220567,108
14575271906,14521609363,462
15888483138,13742117550,710
13583812300,18777833306,137
18194554383,18590700785,987
18672396005,15101723777,228
15136214259,13630901078,401
13590045031,13817983210,341
13026610196,18088208214,417
14524488806,18018603042,759
15658466563,15851367230,675
15574899312,18526916733,326
18144066288,15209291005,909
18182619090,13143716785,393
15333202687,18937838670,539
13633138023,14577017433,188
13432105422,15990189298,136
18834585996,13593659771,874
18586683427,13080034918,227
18690137765,13020781507,482
13405998822,18007436780,866
13079798668,13047928730,364
18103513702,13602122091,346
15633246622,13845928863,363
15767142034,15393269789,406
18256278279,18988149247,929
18818344213,14594185434,857
18920533960,15329050437,331
13795781474,13785057680,111
13067852295,18070312797,747
13134050969,15728938158,550
15578547961,15775699188,125
13564442726,13812337106,923
18105013698,15815192049,317
15045032369,15807752047,210
13426718822,15881108397,122
15845767802,13579532436,981
18978017896,14767101914,613
18720970768,15109408274,758
15659931578,15109408274,444
18134538699,18573542640,268
18827570695,13219825602,574
15299301767,13233075410,154
13573930934,13675706799,629
13752909011,13435964616,429
15534020523,18670081761,774
13386975528,18974333473,964
13296595134,15099913576,990
15181315021,15789036589,547
14522918172,18762016520,987
13730501004,13361880010,873
18209957667,15232047399,120
15326670404,18198973552,757
15781356842,15231654408,740
15502556189,18957003443,361
15953761697,14528332939,928
15838900640,18568995497,998
18889098485,13649531820,198
13735534894,13113657490,497
15199360885,13716705004,600
15913007316,14584694788,948
15654878199,14584694788,812
13395976993,15233895450,530
15989254168,13914451381,896
15367496940,15797641646,495
18563827640,14746795957,909
18224805857,18565737388,947
13235676583,13602483632,381
18177873642,13528674904,607
18171520094,13300858380,208
18042965975,18879775320,241
18921053492,14576385672,374
13415239451,13966334635,484
18691297238,15713536298,200
13849877319,15191300283,235
13636479977,14561171607,593
15237421970,18665437640,648
15984596056,13999378576,772
13613346736,15313987145,792
18839951616,13530182013,454
15751208357,13964914388,793
13786758242,15524971750,412
15702899684,14531055141,440
13129801568,18760662186,220
15912744572,18001740152,391
18620678070,15979071605,965
18589475120,13822701086,555
15084874264,13766336441,374
15708652037,18705216296,709
13419837048,13356826257,488
14576954780,14504545110,962
18732463153,18105929353,103
15510572643,15871032245,474
13120191933,13545288866,963
13618596580,15543969299,416
15888124069,13643225741,884
14512551183,13001689814,136
13991696532,13655135853,471
14570597578,15977648528,960
18262333557,13055827620,405
14772588084,15186924616,735
13604473604,15316718363,535
15591356801,13345198376,992
14519611084,15282814463,395
18147589189,13335542968,231
18099862872,18534772726,568
18569610861,15906846722,570
15846349547,13049483868,909
18069202196,15616219166,765
15304299627,14522174317,376
18195404976,18118764783,980
18067402554,18707467866,888
13756444348,18528107447,723
18239299562,18090544006,500
15957288281,18062900353,170
14562633116,18616370840,661
13613763578,13960692007,423
13421620045,13716293463,328
18878184554,13293605437,491
15577172563,18847361692,131
13484664858,15959926498,271
18856915100,15291138344,903
13053191036,13867032864,711
13506634658,18780968748,780
13247730732,13862809175,689
18608344628,15651753956,777
18727684233,15052139844,496
18513596312,15748414418,646
18193073464,13407767622,110
13463867755,18174454022,709
13600029285,18932660708,910
13557966136,13798216688,820
14564805994,13848270355,201
15635444310,15038646156,436
15512662874,14512979224,514
18652019573,13801098791,796
13899448025,13315289794,662
15294374096,18956574471,442
15646907005,18820066233,613
14504344467,18159518123,589
13573939660,18233627185,964
13586532632,18759760138,272
15832423609,18091188590,843
18688133947,18180855203,402
18809753444,18216312770,796
13953313056,13182475980,556
13565018785,15090873321,712
18289073906,13589491467,383
15732377786,18880808072,273
13187277521,14592334884,296
18883806330,15991746949,101
15970173687,13928705353,748
18226127767,13398775445,417
15619601112,15833604519,327
15101376727,18079195191,490
15128137811,13508867995,408
13385107924,13116959055,707
13335650205,18663585971,101
13393594740,13955905241,532
15248059482,15799416691,419
18174323944,18026140736,934
13940500803,13439534489,127
18163659015,15134335071,669
18654368147,14523456136,801
18755305950,13102462008,402
15590363201,13200885309,992
14550934208,13434386084,567
15345339987,15811202404,192
18837238019,13872869669,741
15243064632,13683724142,287
15952929559,13466275764,146
15519919066,13507605719,741
13035343686,13345197756,681
15394635074,14515646113,939
18918688418,14703868295,949
13059742776,15822059394,974
15898219584,18920837514,997
18570949847,14562910811,570
18624831206,18906385910,937
13300166177,18906385910,621
18999091201,14531640853,446
15368058610,15906823124,487
13501760218,15394646926,516
15334724670,15361997780,642
13275424882,13616086793,670
13210557126,18067754483,104
15198648123,18800223926,491
13359988515,13849955269,587
13459306896,18793254457,635
18184151090,15870210293,887
14532844185,13852611945,937
13328586272,18760929800,249
13174735256,14594005947,760
13466634310,15058283406,782
15574487198,15902461147,803
18206339547,13150124141,760
15908467279,13144451144,180
18973568106,14574800471,642
14556787418,15586398150,656
18727073793,13429228635,468
18717065191,18248076011,439
14736212514,14564920005,228
14533321849,13518560111,718
18750131611,15984055210,212
14742965301,13517643751,909
15873618487,13634397470,559
13321625810,13062262952,135
13180635685,13262333168,742
13522263739,15394865091,826
18228360809,15777458641,878
13804683831,15330674663,662
15161048032,15330674663,800
14576746784,13777327225,619
15159216497,13021959787,259
18747555497,15238022385,977
15275531450,15310457717,123
18650487347,13472583039,909
14523998267,13517260665,312
13649041114,15778638651,580
18799612844,18791715422,820
13394173430,13225730523,767
14538508812,18649508541,723
18018433031,15737675750,585
15627431852,18777290058,288
18823288242,13565956880,567
18728947165,18251218978,413
18841338338,18697471096,451
13393814380,15226524068,519
18698085604,13972542233,189
18904289231,15860539826,335
15113069548,15204032856,395
13180797374,13061696487,225
13474167313,13781368345,771
13088369931,15887467522,352
13384564009,18042878793,156
13689266889,15969923549,978
14766860700,13816171943,951
15363702040,18766968153,337
13953355671,13194610610,670
13932605174,14709531843,807
15193918283,15750752639,799
13090405667,18790162846,668
13850985432,15378848121,767
13373759518,13955529424,588
13180379582,18512344538,765
15542303528,15305493221,409
18052119049,15506903399,751
15606202099,18627534775,649
13320998368,15035291600,276
13473969024,18611324971,312
15549098201,13812629801,777
15353582701,18053664593,915
14502119892,15078435678,275
15632354376,15117209002,529
13389305461,13832906938,345
18646441435,15776573326,688
18849718029,13375057682,782
13453143322,13652929598,268
13386619899,18937937110,345
15522014174,15739060469,658
18934774196,18902168227,140
13008352152,13608419305,405
13816211622,15106572312,672
13729055362,15811072379,768
13165954566,15308157367,826
13380032877,13701562802,107
15632806039,15148362466,696
13575409926,13638881142,409
13597000794,18620328713,146
14560746448,15127939027,854
15191100203,15578948136,598
13045457204,15653827976,684
15394372066,15385468942,427
13055829852,13602197213,392
13233394267,15055214320,403
18550670929,13920715181,662
15995414221,15307930358,438
14774164957,13174232554,227
13912110642,15164102275,451
15352555339,18530630366,230
15576961051,14571138392,933
18071911497,14591814340,622
18503632252,18182255269,429
18255454036,15805095204,876
13325246996,15906319143,378
15848631474,18793079859,632
15070470215,18865272322,128
15256189090,14578518098,912
13696845470,15373227275,193
18169648125,15838693719,561
18839852244,18805675414,890
13713710490,13443385688,195
15617823063,18816595832,167
15313460756,13910701038,388
13024970356,18825019531,862
13557775185,13514514498,822
15182846673,18128540627,339
18214911809,14728941411,175
18954995146,13446581370,443
15751996611,13067308675,391
15711074110,13794496877,417
18090841170,18944277089,295
15783562210,18036872506,692
18573519520,14541272575,551
15974551947,15660601420,209
15006831488,13270590626,371
18153276798,13480791826,602
18675516636,13480791826,120
18291280206,14533122439,598
18862533702,15816214006,330
14592641193,15958734779,889
18094383037,13237836282,132
18043369805,13261203414,386
15120558040,13349605861,895
15340769609,18862137977,527
18107059967,13737406790,774
18133658398,13414377168,337
18839235654,18133848989,445
13874771635,13851967734,725
14726092084,13440814689,584
18839920060,18810193164,260
13226162277,14513072667,360
15343412647,13788594810,609
13740091834,13349472130,329
13642498729,13723810825,632
18992448669,13254202899,886
15928389739,18993686624,331
13173093904,13734234633,319
14523925960,13445755664,327
15747446258,18508317551,161
13559411080,13854354041,253
13628593460,13761126810,381
13397622200,13622726335,321
13343966136,18697529548,506
14769215009,13045469719,176
13153551630,14524085015,162
15244606815,18525024491,608
14587294168,18717600726,344
13985964897,13459183404,146
14701781883,13971898590,645
18592983166,13064304681,191
15779078005,18932792841,396
15518958900,15149677635,453
15346528556,15149677635,551
13810957798,13428482401,465
13741804745,15202841573,170
13056453885,14790708835,410
15197824161,18906543117,248
13737912798,13535333645,206
13587324024,15332980873,655
15516919012,14709421896,972
13201955541,13555494847,937
18639260706,18233959703,927
14541045147,15381383354,717
15131678981,15511247959,996
15612878780,13371009308,112
