sfzh,phone,start_time,end_time
152501198903045774,13320189333,1436803200,1562083200
420801197811271024,14557796474,1482249600,1546704000
620721193510122729,14557796474,1491148800,1530720000
420801197811271024,13034992216,1424707200,1552924800
131128197102170523,13034992216,1474819200,1517068800
410481195704251203,13485992292,1484323200,1574524800
220521196802204089,13485992292,1425571200,1544198400
410481195704251203,18712112561,1422374400,1516723200
532329194501195145,18712112561,1484755200,1543593600
450603198007305168,13962840102,1474041600,1546272000
450305198807044492,13962840102,1431273600,1524412800
450603198007305168,18914320653,1476115200,1525017600
520603200106019464,18914320653,1443974400,1575475200
430725195710269804,18626681271,1439395200,1525795200
520303198009031182,18626681271,1507996800,1552752000
430725195710269804,15290919254,1425916800,1554134400
321301194003010690,15290919254,1481990400,1522857600
451322198911226349,13824046830,1506528000,1534608000
330602193912051050,13824046830,1466179200,1572710400
451322198911226349,13612759644,1441987200,1519660800
231181193911288924,13612759644,1445529600,1520179200
13060319511225881X,18606168884,1424448000,1553875200
230800193203023270,18606168884,1461686400,1545580800
13060319511225881X,13235955159,1429632000,1569513600
130701196112311956,13235955159,1444233600,1530892800
230600193404037635,18096942151,1501603200,1566835200
542126199701232048,18096942151,1491148800,1560009600
230600193404037635,13501008419,1490716800,1550505600
420303195501219243,13501008419,1427212800,1548777600
320303200009287834,15524139964,1434124800,1518019200
61042319770318040X,15524139964,1420560000,1573056000
320303200009287834,18808989502,1444233600,1536854400
623026198009278737,18808989502,1469203200,1531670400
341525197506215806,13827700446,1490112000,1520524800
654022197703099102,13827700446,1499788800,1560441600
341525197506215806,15352284301,1501776000,1524672000
411524199909258465,15352284301,1474128000,1518451200
210505193405223117,15158353529,1452873600,1555430400
610000193809059830,15158353529,1511625600,1550937600
210505193405223117,13348850176,1487692800,1569168000
210402199402219844,13348850176,1444060800,1546963200
411623195403102210,13611588066,1470412800,1529078400
120200197307214688,13611588066,1470412800,1526227200
411623195403102210,13400649118,1509292800,1576857600
513400199107096344,13400649118,1470758400,1571932800
522326196204058134,13120890947,1437408000,1525795200
420102196008316805,13120890947,1475856000,1567526400
522326196204058134,18773175352,1451836800,1572278400
371700200007227865,18773175352,1448640000,1530028800
630122195303144786,13507167953,1439568000,1523203200
652301194601294440,13507167953,1466265600,1572883200
630122195303144786,18744097320,1485100800,1523116800
211301196501249956,18744097320,1449244800,1561651200
130406198606254239,13414670957,1498147200,1574611200
230602196802293542,13414670957,1447344000,1537891200
130406198606254239,13126184660,1447084800,1566230400
340523196606307013,13126184660,1430668800,1548086400
654027194712233551,15022450577,1509552000,1515168000
361123195611170419,15022450577,1484928000,1542988800
654027194712233551,15996691616,1441036800,1523289600
15252719591221471X,15996691616,1460304000,1533571200
411202195812127458,13589357594,1464105600,1543680000
32120419890407014X,13589357594,1425225600,1529769600
411202195812127458,15850681736,1508428800,1528732800
370321198001245009,15850681736,1465056000,1551196800
340701198301131717,13894754041,1425139200,1559664000
421221198901248256,13894754041,1432483200,1520265600
340701198301131717,15353473208,1476460800,1565625600
469000193904028354,15353473208,1426262400,1567526400
13053219631117488X,18583586838,1460217600,1530288000
140923193501266615,18583586838,1467043200,1517587200
13053219631117488X,13528445628,1489939200,1518192000
321282196311300253,13528445628,1508169600,1550073600
361123195611170419,13034000963,1452182400,1533657600
150626195709178941,13034000963,1433779200,1564761600
542626199605038701,13434889446,1463846400,1545667200
411501198710228286,13434889446,1480262400,1537113600
542626199605038701,15054974375,1497110400,1538582400
220221199505238634,15054974375,1453996800,1545840000
520301194305278816,14563008866,1421683200,1536249600
440823194012035728,14563008866,1489680000,1547222400
520301194305278816,13548113608,1433088000,1527264000
130624196610311712,13548113608,1466092800,1551456000
130110196211252916,13610595157,1483200000,1575561600
44150119480904576X,13610595157,1501171200,1551110400
130110196211252916,13456816828,1469376000,1558022400
610821196003181158,13456816828,1459699200,1558108800
610300196910141548,13499080720,1500393600,1541520000
530926196008130728,13499080720,1431446400,1522080000
610300196910141548,18887969971,1491840000,1537459200
330421196507144415,18887969971,1460736000,1517414400
340123198106237212,13332544047,1443628800,1526659200
532525193707290595,13332544047,1449590400,1547395200
340123198106237212,13693184612,1448035200,1541520000
620982196012218880,13693184612,1438272000,1569168000
340803199102194320,18001967267,1487347200,1539360000
419001199702286886,18001967267,1454688000,1535126400
340803199102194320,15322034720,1435939200,1565366400
450881193211031528,15322034720,1500912000,1543075200
532323195212262862,18094247256,1510848000,1519142400
520327193701013480,18094247256,1467993600,1567353600
532323195212262862,18749824449,1446652800,1562774400
440513195609208535,18749824449,1464710400,1541088000
540122196507052931,18224464692,1458489600,1527004800
410823199510212632,18224464692,1482854400,1569600000
540122196507052931,18533389816,1507996800,1521820800
44142219380529279X,18533389816,1482854400,1543939200
511323196712233048,18256482834,1447776000,1543680000
469028195707131649,18256482834,1476374400,1530028800
511323196712233048,15034523257,1427817600,1536163200
340621193308218652,15034523257,1507737600,1551801600
210114197112223028,18521168148,1467216000,1519401600
520303199405015736,18521168148,1497801600,1560096000
210114197112223028,18675610060,1478793600,1574956800
411501195810147711,18675610060,1440691200,1517328000
150524194409216050,14578903368,1507392000,1537459200
35020519340929753X,14578903368,1442419200,1541433600
150524194409216050,15203745727,1440259200,1557676800
130700198009034121,15203745727,1505923200,1521388800
320203196112158884,18895994007,1489248000,1534521600
360727195203086231,18895994007,1484928000,1535040000
320203196112158884,13168727170,1472400000,1541606400
320382196509237223,13168727170,1474473600,1568995200
542429194405016968,13608689018,1484928000,1537286400
130500198607154034,13608689018,1494604800,1553616000
542429194405016968,15930254627,1486137600,1564329600
530926199602179579,15930254627,1479312000,1564502400
520201198704023370,13353929232,1494000000,1534435200
330324197009034748,13353929232,1513612800,1533312000
520201198704023370,13287295202,1426608000,1563206400
360622194108021956,13287295202,1422892800,1568822400
610113193203012138,13640438090,1509811200,1561564800
330000196512122962,13640438090,1465142400,1576339200
610113193203012138,13751875712,1452614400,1566489600
410324199004130123,13751875712,1457798400,1559923200
511527200006046777,18545055847,1483459200,1577203200
620521198103098217,18545055847,1440518400,1560873600
511527200006046777,18663243946,1504022400,1564934400
210422197105161769,18663243946,1469462400,1531238400
130401195905151461,15028185848,1453305600,1519228800
650201198301310139,15028185848,1421942400,1528387200
130401195905151461,18938919106,1457798400,1539360000
610428197502244843,18938919106,1433606400,1523980800
130826199911173242,15315228865,1463846400,1541001600
530825195109104362,15315228865,1495036800,1570118400
130826199911173242,15742222124,1424188800,1571500800
230501195412044974,15742222124,1451491200,1528646400
220103196903030191,13202968593,1467907200,1524499200
430121196911157848,13202968593,1446912000,1545235200
220103196903030191,13662209491,1463932800,1542643200
410802197103120326,13662209491,1501430400,1570377600
130321194901189599,15133776116,1451923200,1520697600
411423193602043022,15133776116,1467129600,1544198400
130321194901189599,15676456549,1496592000,1560009600
130105194002011446,15676456549,1475424000,1540224000
210404194611303516,18199276481,1438704000,1531670400
451423197711206420,18199276481,1513267200,1515772800
210404194611303516,15066297870,1439481600,1517587200
22058119560221046X,15066297870,1477584000,1527523200
371003193904186352,18785787127,1503072000,1528819200
36110119931014396X,18785787127,1490457600,1563379200
371003193904186352,14766913704,1492012800,1575043200
231181198508021472,14766913704,1453392000,1535040000
513333194502120593,13495294425,1496851200,1572451200
542423198705282600,13495294425,1481299200,1554134400
513333194502120593,14558253061,1445443200,1522598400
630123195003103727,14558253061,1444406400,1546444800
530827194004111708,13364128860,1474560000,1545580800
510683196808284773,13364128860,1431792000,1565107200
530827194004111708,15797903738,1485619200,1526227200
321281194712234730,15797903738,1501776000,1558195200
210604198103200448,18046962400,1473264000,1556467200
110102195612297842,18046962400,1425744000,1518451200
210604198103200448,15010647164,1507132800,1568044800
220701198801133914,15010647164,1421251200,1560268800
61042319770318040X,15605849149,1511971200,1518192000
430201196411276082,15605849149,1436284800,1554393600
540124194404059595,18848591535,1432051200,1556035200
520111194704174485,18848591535,1450972800,1546876800
540124194404059595,13754904042,1486828800,1551888000
640500199409120268,13754904042,1458489600,1521820800
420322199111121491,18752165279,1435420800,1522080000
42010219930905163X,18752165279,1424707200,1519056000
420322199111121491,13617758403,1424016000,1561996800
410301197505020500,13617758403,1492876800,1530806400
513224197507225580,15264540980,1447776000,1541001600
370105196704232327,15264540980,1504972800,1569772800
513224197507225580,13295488533,1508947200,1572969600
532532196312195718,13295488533,1439740800,1568563200
63022319380325815X,13805975188,1455638400,1541174400
620502196703241840,13805975188,1464192000,1539446400
63022319380325815X,15652320891,1483459200,1568131200
610924199203136632,15652320891,1423238400,1547481600
150924195204141151,13770294103,1422115200,1541347200
150928197009114013,13770294103,1446307200,1554134400
150924195204141151,13758355083,1480694400,1530201600
320925197106297379,13758355083,1508601600,1551456000
341024195005305886,15045079342,1496419200,1572969600
530802197101052902,15045079342,1464192000,1515081600
341024195005305886,15631994798,1501689600,1533571200
650101197908239375,15631994798,1487779200,1517587200
37120219661105803X,18612683933,1489334400,1558195200
211221197709148315,18612683933,1500998400,1530547200
37120219661105803X,13087541842,1483027200,1518537600
520101198208283573,13087541842,1470931200,1546444800
350401194506097150,15917501081,1436544000,1535731200
330225195311226291,15917501081,1475942400,1515340800
350401194506097150,13609007673,1510329600,1575302400
410804198407253838,13609007673,1455379200,1573056000
440203197303194345,15794302539,1509897600,1576944000
370521198404146962,15794302539,1511107200,1572624000
440203197303194345,15339856287,1502812800,1520697600
610100195807043178,15339856287,1494259200,1551110400
34112219521116719X,15793074010,1482768000,1541779200
440512199406134769,15793074010,1489939200,1567612800
34112219521116719X,15626631617,1440432000,1538236800
511424193203047296,15626631617,1473436800,1546963200
450422195502128386,15934694376,1474732800,1530547200
41062119440401621X,15934694376,1503158400,1560873600
450422195502128386,18254367164,1471795200,1550073600
429000198907232559,18254367164,1438790400,1577548800
420625196603237695,14790554199,1451577600,1558368000
13020319821011466X,14790554199,1422201600,1538841600
420625196603237695,14703213482,1500220800,1527523200
360201193111195692,14703213482,1477152000,1535644800
411330194803178428,15032041806,1487088000,1574784000
610600197804018635,15032041806,1441382400,1542384000
411330194803178428,18593432922,1469203200,1516291200
421221198405301601,18593432922,1472227200,1550419200
532627197505233994,18034077509,1435593600,1562601600
341622197007084123,18034077509,1489680000,1546358400
532627197505233994,18275121957,1488211200,1529251200
320381194110303123,18275121957,1463846400,1518883200
430301194007089070,13148553688,1453392000,1554825600
37091119750623380X,13148553688,1457193600,1524758400
430301194007089070,18092694260,1477843200,1546963200
630103200103042325,18092694260,1458316800,1577030400
320114199309202997,14783018032,1441555200,1529596800
331101196212165859,14783018032,1483459200,1577548800
320114199309202997,15840356092,1424102400,1566057600
330204198809172798,15840356092,1509033600,1532707200
430201196411276082,18700705281,1420128000,1519574400
511922195406213083,18700705281,1438617600,1539446400
430822197308248357,15997043193,1464969600,1540051200
530181196009301155,15997043193,1478448000,1526572800
430822197308248357,13033559284,1511107200,1539273600
220721195310252275,13033559284,1429891200,1553097600
130730193912246599,13325244759,1467820800,1517932800
44060519840105365X,13325244759,1506787200,1575734400
130730193912246599,18236148768,1429545600,1526745600
622927197112119718,18236148768,1484841600,1533052800
340222194411071627,18858401588,1459958400,1531411200
45012419520510208X,18858401588,1425225600,1533225600
340222194411071627,15836957951,1502899200,1556208000
620725193007254578,15836957951,1448208000,1569772800
511325196109199845,18603392849,1436716800,1516636800
230881199803154034,18603392849,1450800000,1571500800
511325196109199845,15359633151,1472313600,1522080000
433124195608139775,15359633151,1447257600,1552665600
230401194601098701,18752503710,1425830400,1545148800
630101199411148879,18752503710,1431532800,1558108800
230401194601098701,14521497065,1492704000,1562515200
230407195210245746,14521497065,1507737600,1528992000
44162119550912455X,15982724920,1432310400,1561564800
220103197706259135,15982724920,1441209600,1569081600
44162119550912455X,13083559608,1461254400,1533571200
652923196606156506,13083559608,1426953600,1531497600
63012119730603311X,13235744610,1424707200,1535299200
140424196709136951,13235744610,1448640000,1569859200
63012119730603311X,13561032478,1474473600,1526486400
37028219790327635X,13561032478,1487174400,1564243200
130406193110179930,13671081197,1459094400,1518192000
653101197701191549,13671081197,1497888000,1577116800
130406193110179930,15152200194,1425398400,1525276800
451301193905158058,15152200194,1427904000,1526486400
522628195610014609,15958413295,1464278400,1553529600
210213196405100368,15958413295,1461772800,1553788800
522628195610014609,13375235228,1480176000,1528732800
410503199609262259,13375235228,1448467200,1523203200
511132197210019068,13273710081,1477670400,1515859200
530114199303059447,13273710081,1503763200,1537200000
511132197210019068,15158548208,1453737600,1558022400
140223196605132270,15158548208,1479484800,1571932800
620900194312035003,14505377973,1440345600,1521648000
410804197906106934,14505377973,1508947200,1574524800
620900194312035003,13266514606,1441987200,1556467200
520327194402058018,13266514606,1505404800,1541952000
36072119730815561X,13049574838,1449244800,1528128000
441882197902094046,13049574838,1483459200,1545580800
36072119730815561X,14551862178,1452182400,1561996800
210521193502202932,14551862178,1441468800,1539100800
330000199808019511,13389326623,1477324800,1546704000
450329197911282622,13389326623,1453910400,1566748800
330000199808019511,15054623033,1480176000,1532793600
410804199711256691,15054623033,1437062400,1525536000
450603196001315753,15545773525,1467216000,1526918400
130107196910205280,15545773525,1503158400,1567872000
450603196001315753,18107849118,1421510400,1549987200
231226195902271004,18107849118,1514044800,1565107200
542224195509063779,18012296813,1466697600,1551456000
540235198308295339,18012296813,1446998400,1551110400
542224195509063779,15798622563,1499097600,1562947200
371102196509048534,15798622563,1495728000,1567612800
420881197005154925,13281518400,1511625600,1563292800
220202193002120451,13281518400,1504713600,1572105600
420881197005154925,15017953984,1505577600,1524412800
500000197908190757,15017953984,1476460800,1552838400
512000199012080742,18668783206,1424275200,1551628800
410423199310092232,18668783206,1483200000,1535558400
512000199012080742,18932708715,1452441600,1546358400
120200197307214688,18932708715,1430496000,1556726400
43012119970525304X,15972505080,1437408000,1566489600
230182197004195728,15972505080,1438444800,1556899200
43012119970525304X,18858471378,1482422400,1537545600
540227199002160794,18858471378,1446048000,1552579200
220211194802036232,18698088616,1467734400,1560700800
520402197504190767,18698088616,1497801600,1554134400
220211194802036232,14772599676,1498406400,1576425600
141032198511091434,14772599676,1484150400,1552838400
220323194309028969,18789517470,1428768000,1561392000
51082319711113132X,18789517470,1428595200,1525795200
220323194309028969,13848762174,1460476800,1514822400
52262819780508311X,13848762174,1499875200,1576080000
620600196005191084,15254496373,1420905600,1576425600
371722193508147260,15254496373,1500912000,1570118400
620600196005191084,13074574290,1426780800,1536681600
330400197706269651,13074574290,1488816000,1564848000
131001196410269701,14562777539,1503504000,1533484800
321302193908140619,14562777539,1456416000,1526227200
131001196410269701,15631996976,1422979200,1516291200
35060319680210758X,15631996976,1472227200,1539964800
130227195701276687,13486555782,1446048000,1519401600
610304193104111311,13486555782,1507996800,1576771200
130227195701276687,14792090318,1456675200,1573488000
231003193702226968,14792090318,1452268800,1536681600
341501199902165335,13531354962,1509811200,1577116800
420302199603294238,13531354962,1448035200,1533571200
341501199902165335,15653498234,1433606400,1516118400
511603200004125265,15653498234,1479916800,1577030400
532622198009033953,18106904966,1442678400,1570982400
320506196302044250,18106904966,1470067200,1555603200
532622198009033953,13815812824,1456761600,1564502400
360103194401017386,13815812824,1512489600,1526572800
370301198103052966,13765837721,1424534400,1526659200
341822194709122937,13765837721,1494691200,1577203200
370301198103052966,15170116977,1466265600,1536768000
520200198707286858,15170116977,1424534400,1563984000
14043119981125939X,15971873451,1463155200,1523462400
610423198611026266,15971873451,1466524800,1545148800
14043119981125939X,13006954583,1435420800,1555430400
330402194412275537,13006954583,1462982400,1525881600
341324199004014790,15199871778,1474041600,1530201600
371321196904067604,15199871778,1495123200,1524844800
341324199004014790,15982310640,1466697600,1546617600
420702198604056140,15982310640,1480521600,1533830400
321281194712234730,15908362989,1420905600,1519228800
440301193509145404,15908362989,1496764800,1534953600
610826196604120387,15982347318,1506355200,1570204800
320811196410017257,15982347318,1486224000,1543766400
610826196604120387,13536584427,1477670400,1572278400
620823194803233310,13536584427,1432915200,1570032000
530101194007189859,13490997963,1488384000,1548345600
350423199406055528,13490997963,1435507200,1529942400
530101194007189859,18694927226,1441382400,1561737600
350629194605089698,18694927226,1481904000,1553356800
610824194407026066,14578597640,1435939200,1518710400
150101198304270079,14578597640,1433606400,1516464000
610824194407026066,18237474940,1498406400,1537977600
51178119960303898X,18237474940,1510848000,1550851200
621222193007135856,15777067094,1422547200,1563552000
511423196710307926,15777067094,1477324800,1517760000
621222193007135856,18581589891,1504281600,1532102400
431025197206056019,18581589891,1466092800,1535299200
511800197001155861,15374884338,1451059200,1543075200
140224195611229353,15374884338,1466092800,1545926400
511800197001155861,15069424826,1440691200,1575129600
330205195401155743,15069424826,1497456000,1539705600
451227196702186683,18735625302,1452787200,1529078400
320706193107132885,18735625302,1434211200,1531843200
451227196702186683,13650221093,1464710400,1533916800
620822197010143603,13650221093,1462118400,1551801600
420107198711093667,14701986507,1480089600,1523289600
610302198002085351,14701986507,1442332800,1522166400
420107198711093667,14574436583,1474732800,1550246400
52263119751213222X,14574436583,1507824000,1574438400
422802193911071396,15717615338,1431964800,1571587200
152523198011167061,15717615338,1470067200,1536249600
422802193911071396,18206990016,1481904000,1554393600
500242194804211550,18206990016,1502812800,1542902400
511823199704299822,13789267332,1445184000,1516809600
350504195912121880,13789267332,1479312000,1553270400
511823199704299822,13637173030,1496332800,1575475200
410329197603198835,13637173030,1493136000,1531324800
530926196511239923,13367466596,1433520000,1524153600
341323196612245330,13367466596,1487952000,1565020800
530926196511239923,15154475830,1472140800,1546876800
632626199101309047,15154475830,1446048000,1517414400
450801198808045333,18108280270,1427817600,1554048000
430407194809107481,18108280270,1454169600,1552579200
450801198808045333,15657400070,1467388800,1536768000
621122194409307445,15657400070,1451664000,1518278400
150521197903130556,18724559958,1423584000,1525622400
430281194203202241,18724559958,1499270400,1531152000
150521197903130556,15761364745,1502035200,1564675200
140225199905245820,15761364745,1489680000,1572451200
530324194407013567,13292444428,1425312000,1518364800
450332195608010105,13292444428,1427990400,1521993600
530324194407013567,13678994755,1464969600,1554912000
331003198712060670,13678994755,1487779200,1523980800
350627197511182972,18086965920,1480435200,1556467200
340700198705064534,18086965920,1509552000,1561305600
350627197511182972,14720427799,1442160000,1521734400
350822193110290906,14720427799,1511020800,1532966400
420600193810093347,15737358948,1461772800,1539273600
411201199403296500,15737358948,1509897600,1549900800
420600193810093347,18257121154,1429891200,1576080000
512000196104308202,18257121154,1503590400,1548000000
150624196908159884,15177360174,1453046400,1558627200
43112219781120547X,15177360174,1444492800,1525795200
150624196908159884,15664156018,1514649600,1566662400
210111194601077583,15664156018,1457539200,1529596800
440000194005068259,14735521464,1454947200,1560528000
410523197305150641,14735521464,1427558400,1526659200
440000194005068259,14717744781,1493740800,1518796800
430321198207157385,14717744781,1456675200,1555862400
141125199407026612,18134474438,1511539200,1531497600
430203194903184153,18134474438,1480435200,1566403200
141125199407026612,15526967499,1424188800,1545753600
460105198006165498,15526967499,1420905600,1530979200
610801197601046617,13868925385,1428768000,1556899200
440232195408267013,13868925385,1471795200,1516982400
610801197601046617,15644814545,1448640000,1573315200
420501195502073934,15644814545,1488729600,1545667200
411330199405058407,13859942785,1424880000,1577116800
411422197501069073,13859942785,1443110400,1529942400
411330199405058407,15615892396,1493654400,1560268800
152530200010286409,15615892396,1437840000,1572796800
310200198501124336,18551990507,1498665600,1524326400
140727195601233304,18551990507,1471104000,1521907200
310200198501124336,13916485533,1468339200,1548691200
370829196110317058,13916485533,1454947200,1555776000
451202198111271597,18817428526,1497196800,1566662400
632802195206080121,18817428526,1505577600,1526227200
451202198111271597,18568763486,1501516800,1537804800
542525193107274518,18568763486,1489852800,1553616000
130184193407283862,15619129988,1441296000,1538928000
654022193905098935,15619129988,1432051200,1522684800
130184193407283862,13152038500,1422115200,1529337600
532300196409169354,13152038500,1504972800,1532707200
522326198004084097,15230516921,1484150400,1525795200
140430200001072661,15230516921,1475251200,1520352000
522326198004084097,18021641183,1512230400,1535299200
430481199502180832,18021641183,1444752000,1531929600
450327194102262596,18075766320,1473696000,1573920000
440229193409156721,18075766320,1477756800,1517155200
450327194102262596,15381762358,1490889600,1549296000
360000194112183500,15381762358,1497801600,1568995200
37142219370914756X,15196155993,1449936000,1567353600
230382195709187818,15196155993,1433779200,1557676800
37142219370914756X,18873471352,1496160000,1540828800
469002199811071396,18873471352,1500220800,1556294400
652922193703113479,18942260821,1427558400,1531929600
310105195203082564,18942260821,1468684800,1566835200
652922193703113479,18804725717,1503936000,1538755200
341182199603084689,18804725717,1431273600,1545753600
51042119740825908X,15920307262,1498147200,1552665600
15072319530424496X,15920307262,1434297600,1554998400
51042119740825908X,18957882958,1471622400,1516723200
110108197802141483,18957882958,1471708800,1549123200
320321198803155719,15948454147,1509033600,1530374400
140226197101123710,15948454147,1474560000,1553184000
320321198803155719,15098483819,1455638400,1539014400
350723198611254720,15098483819,1430755200,1529856000
532324193908281364,14543153852,1459008000,1534608000
320982198602193511,14543153852,1424793600,1534953600
532324193908281364,15917356493,1511712000,1517155200
653227200112236474,15917356493,1448985600,1545926400
210211193902050289,18530075293,1445875200,1536163200
420601193610072070,18530075293,1507219200,1530028800
210211193902050289,18822136208,1444060800,1535212800
371400193603022314,18822136208,1505318400,1539532800
620922193304089507,13438714099,1455984000,1524931200
410101199810190942,13438714099,1430755200,1540224000
620922193304089507,15890258404,1474560000,1519574400
411325197903069512,15890258404,1493913600,1518537600
150301195512112320,13837258898,1446998400,1520438400
640323195312051230,13837258898,1493568000,1534608000
150301195512112320,13005751172,1467648000,1550764800
520000194006251776,13005751172,1457539200,1556467200
152921194811210209,18048082578,1488211200,1539878400
431126196512110236,18048082578,1483718400,1522857600
152921194811210209,13191840191,1487001600,1526227200
340208197311261614,13191840191,1462032000,1517673600
220282193608163335,13837064247,1502380800,1532102400
411329193112089549,13837064247,1431705600,1527264000
220282193608163335,15806922557,1495987200,1521561600
140212195803031776,15806922557,1492444800,1560787200
340721197003011507,18662591461,1502812800,1549382400
131123198709261758,18662591461,1475942400,1544371200
340721197003011507,18949942412,1494604800,1530806400
440305196411062431,18949942412,1451059200,1566921600
130107199202265972,18209910342,1455033600,1553961600
220403197910127275,18209910342,1477152000,1552752000
130107199202265972,15556365394,1445443200,1553961600
371323199703282160,15556365394,1478448000,1516377600
210181197702120387,13967060500,1465747200,1523289600
42011519660819679X,13967060500,1499097600,1570723200
210181197702120387,13107726970,1512748800,1518364800
630224198711205076,13107726970,1513526400,1539273600
321181197202129250,14796819512,1442678400,1551456000
640121198207263135,14796819512,1508947200,1569686400
321181197202129250,18048194354,1445702400,1546012800
220221199505238634,18048194354,1492617600,1536768000
140402194204104244,18548266923,1427040000,1540828800
230621199206211582,18548266923,1489334400,1552492800
140402194204104244,13537190567,1448899200,1565798400
150105197303031691,13537190567,1470326400,1553097600
620121199003127802,14547487396,1430928000,1518624000
620401196608034649,14547487396,1502467200,1555516800
620121199003127802,13120160429,1485446400,1565798400
652300200101240755,13120160429,1435075200,1559664000
341822194709122937,15309220775,1441468800,1572192000
360500197211224110,15309220775,1486915200,1517932800
430426196202136970,15743671073,1462896000,1527782400
542423200012103198,15743671073,1452441600,1531324800
430426196202136970,18870204040,1509897600,1535904000
150205195909113348,18870204040,1425484800,1540396800
410322195708246588,18278945284,1504454400,1516032000
520625197011309614,18278945284,1495814400,1569772800
410322195708246588,13317853203,1462204800,1530374400
532822196809185076,13317853203,1485619200,1568822400
110107194208175322,15191175229,1460390400,1564329600
440512199406134769,15191175229,1513958400,1549900800
110107194208175322,13279611235,1494518400,1556812800
61040419331112177X,13279611235,1434556800,1523030400
220700196212267484,14580030452,1462377600,1535644800
610331199401248687,14580030452,1455033600,1543075200
220700196212267484,18268677802,1485446400,1534953600
140621197103204901,18268677802,1476720000,1561305600
652328198608106906,13869510092,1438790400,1552665600
152522197902132814,13869510092,1507046400,1576598400
652328198608106906,13985621653,1494864000,1542384000
140428195703125187,13985621653,1433520000,1575475200
130723196805030426,13136489166,1479398400,1524758400
371100197402033940,13136489166,1425312000,1541692800
130723196805030426,13971371839,1433260800,1548259200
530902194006167172,13971371839,1434384000,1521734400
43112519960318238X,15383464029,1478880000,1560528000
410700193204175100,15383464029,1484409600,1567267200
43112519960318238X,18176246950,1491580800,1553616000
429004198205282848,18176246950,1514476800,1533744000
511304196210108280,13791827268,1476028800,1572019200
211005197002129101,13791827268,1493395200,1520352000
