start_jid,end_jid,sfzh1,sfzh2,num
39,3325,150121193905133320,371322196012294728,1
39,4864,150121193905133320,321203198207281770,1
39,5846,150121193905133320,210421196211252268,1
39,6408,150121193905133320,370402194709064666,1
39,6853,150121193905133320,450601199504156441,1
39,6931,150121193905133320,540100198905206060,1
39,7510,150121193905133320,530102196710290604,1
39,7613,150121193905133320,230422197106052744,1
39,7618,150121193905133320,320724193705090518,1
39,7942,150121193905133320,620400193903219013,1
39,8049,150121193905133320,522728196007119473,1
39,8157,150121193905133320,230227197705052069,1
39,8445,150121193905133320,37082719471109090X,1
39,8684,150121193905133320,210922197208190199,1
39,8923,150121193905133320,150702199412087160,1
39,9096,150121193905133320,411327196806105778,1
39,9727,150121193905133320,620402196212221284,1
40,573,450481197308218563,520626194203249049,1
40,1320,450481197308218563,520422198605050026,1
40,2197,450481197308218563,54242119541008108X,1
40,4493,450481197308218563,51323219960106548X,1
40,8914,450481197308218563,520422194106103850,1
43,832,350401197803015506,640100193801091669,1
43,1097,350401197803015506,610721198202197471,1
43,2133,350401197803015506,51042119740825908X,1
43,3518,350401197803015506,370684198401010489,1
43,3804,350401197803015506,653024198904174689,1
43,4039,350401197803015506,510682200002258405,1
43,4051,350401197803015506,441825199610310546,1
43,5527,350401197803015506,420322193206018991,1
43,5587,350401197803015506,430703193110161034,1
43,5964,350401197803015506,44532219460506367X,1
43,6969,350401197803015506,371601193906058530,1
43,7045,350401197803015506,654324193110112632,1
43,8006,350401197803015506,511425197601146024,1
43,8042,350401197803015506,653225193511170315,1
43,8269,350401197803015506,530824195009072176,1
43,8318,350401197803015506,350924196502186843,1
43,8678,350401197803015506,511101193210217731,1
43,9181,350401197803015506,441202200108276571,1
43,9517,350401197803015506,621121194608146529,1
55,1043,410600199309084178,632623193809277013,1
55,1084,410600199309084178,622927199304251261,1
55,1109,410600199309084178,441803199902085311,1
55,1537,410600199309084178,640200196009034504,1
55,1864,410600199309084178,610830193404096272,1
55,2562,410600199309084178,411624193910046134,1
55,4133,410600199309084178,640301194508067813,1
55,5037,410600199309084178,654301199005010768,1
55,6389,410600199309084178,445101193106057198,1
55,6557,410600199309084178,511601197903265002,1
55,6776,410600199309084178,500200199110310991,1
55,8292,410600199309084178,450101200106035853,1
55,8357,410600199309084178,450703197104183351,1
55,9110,410600199309084178,520626198604211664,1
55,9547,410600199309084178,610802196504291356,1
55,9680,410600199309084178,530103194209207667,1
56,355,371601199409215264,513321199804180193,1
56,598,371601199409215264,511524196205224785,1
56,647,371601199409215264,511902197703135484,1
56,1451,371601199409215264,44060419801029568X,1
56,2075,371601199409215264,610403198111125027,1
56,2875,371601199409215264,511827195307101584,1
56,2985,371601199409215264,500151194812019615,1
56,3877,371601199409215264,532922198811163188,1
56,4959,371601199409215264,451021197411104911,1
56,6781,371601199409215264,653022198511287268,1
56,8109,371601199409215264,520203193605272638,1
56,8226,371601199409215264,654324195901218360,1
56,9175,371601199409215264,431125193002274097,1
56,9942,371601199409215264,371701194811284930,1
59,470,341001199812120611,410000195110158589,1
59,1267,341001199812120611,630100199004032530,1
59,1320,341001199812120611,520422198605050026,1
59,2334,341001199812120611,512002194504136028,1
59,2892,341001199812120611,520321194112080948,1
59,3735,341001199812120611,520421194301166041,1
59,4217,341001199812120611,445301195803044931,1
59,4684,341001199812120611,350322193512155187,1
59,4721,341001199812120611,620702197412079666,1
59,5565,341001199812120611,371482197407185418,1
59,6028,341001199812120611,450406196208183944,1
59,6458,341001199812120611,371100196409214432,1
59,6763,341001199812120611,410327193503306172,1
59,7061,341001199812120611,421201198805079290,1
59,7375,341001199812120611,542622196205031050,1
59,8049,341001199812120611,522728196007119473,1
59,8966,341001199812120611,450603195311020139,1
59,9304,341001199812120611,540233194009253787,1
59,9632,341001199812120611,51333419571218369X,1
59,9699,341001199812120611,65292819521208456X,1
61,1000,140826196401094411,140928198504038452,1
61,1096,140826196401094411,653129194512227111,1
61,2021,140826196401094411,54023519321008686X,1
61,2552,140826196401094411,411381196004193356,1
61,2669,140826196401094411,411721195109220139,1
61,2944,140826196401094411,532528199003100446,1
61,3076,140826196401094411,450305198807044492,1
61,3839,140826196401094411,230407194703039751,1
61,4398,140826196401094411,220300195908135053,1
61,4666,140826196401094411,450321196101030348,1
61,4767,140826196401094411,370700200101028597,1
61,5139,140826196401094411,469023196903057653,1
61,5243,140826196401094411,341204193802036726,1
61,5765,140826196401094411,440904194104231829,1
61,5904,140826196401094411,520401193506151468,1
61,6109,140826196401094411,15222119730612513X,1
61,6114,140826196401094411,230700197503088466,1
61,6462,140826196401094411,340404193402098135,1
61,6565,140826196401094411,62040219721122172X,1
61,7210,140826196401094411,451122194308289389,1
61,8943,140826196401094411,371526195909099208,1
61,9149,140826196401094411,220221199505238634,1
61,9314,140826196401094411,210321198406023063,1
61,9587,140826196401094411,210311194412249295,1
61,9719,140826196401094411,350303196802081555,1
75,341,150403199105299569,371325198801078743,1
75,1153,150403199105299569,330802194404245348,1
75,1846,150403199105299569,410323193906023382,1
75,3044,150403199105299569,469006195910154813,1
75,3111,150403199105299569,321002198712242222,1
75,3534,150403199105299569,210902196108184971,1
75,3539,150403199105299569,520221198807208162,1
75,3690,150403199105299569,532504194004278533,1
75,3834,150403199105299569,350582197801042926,1
75,4459,150403199105299569,44050119750608342X,1
75,5810,150403199105299569,371100197402033940,1
75,6432,150403199105299569,410104195602051797,1
75,6888,150403199105299569,410200194503190754,1
75,6920,150403199105299569,230112197201237457,1
75,7467,150403199105299569,371326199604054508,1
75,7513,150403199105299569,320303194311062013,1
75,7572,150403199105299569,500101194602102943,1
75,8328,150403199105299569,150927194308140879,1
75,8434,150403199105299569,330182194803190886,1
75,9990,150403199105299569,511681194601105044,1
77,105,371702194406108403,431123199102140656,1
77,604,371702194406108403,445222196004309981,1
77,893,371702194406108403,510184199607132397,1
77,1254,371702194406108403,610526197912070391,1
77,1285,371702194406108403,611001194510083301,1
77,2023,371702194406108403,512002197807314876,1
77,2226,371702194406108403,513336193602065362,1
77,2467,371702194406108403,510131193311148285,1
77,2596,371702194406108403,410711198111103943,1
77,2871,371702194406108403,430223196506048013,1
77,3487,371702194406108403,540232196702086633,1
77,5065,371702194406108403,620105197208017819,1
77,5261,371702194406108403,520115200105305539,1
77,5481,371702194406108403,53070019610815743X,1
77,6931,371702194406108403,540100198905206060,1
77,7510,371702194406108403,530102196710290604,1
77,8049,371702194406108403,522728196007119473,1
77,8217,371702194406108403,530723196405195664,1
77,8849,371702194406108403,469021199705166868,1
77,9096,371702194406108403,411327196806105778,1
77,9313,371702194406108403,440802193903227962,1
77,9727,371702194406108403,620402196212221284,1
80,1097,510727198607170298,610721198202197471,1
80,1953,510727198607170298,51102819500323812X,1
80,5498,510727198607170298,610116197805035705,1
80,6793,510727198607170298,520221198708125476,1
80,6951,510727198607170298,51152419730927989X,1
80,7045,510727198607170298,654324193110112632,1
80,7617,510727198607170298,621101193404087723,1
80,7854,510727198607170298,652825200103051135,1
80,8009,510727198607170298,610327199209158935,1
80,8021,510727198607170298,511700198711221340,1
80,9194,510727198607170298,620302193708055671,1
80,9829,510727198607170298,522730196703234020,1
82,355,510182197803122231,513321199804180193,1
82,2975,510182197803122231,621026196009237942,1
82,4191,510182197803122231,512022193708068742,1
82,4353,510182197803122231,532926195509056682,1
82,5037,510182197803122231,654301199005010768,1
82,8185,510182197803122231,621002196901299270,1
82,8636,510182197803122231,640502195905240423,1
82,9760,510182197803122231,532622198605189188,1
83,306,210624199612125503,53072419881021473X,1
83,496,210624199612125503,330000199808019511,1
83,2946,210624199612125503,430301194007089070,1
83,3647,210624199612125503,430600197306060706,1
83,3807,210624199612125503,51130119780713513X,1
83,5108,210624199612125503,430725195710269804,1
83,5109,210624199612125503,610431195902030536,1
83,5797,210624199612125503,220112199107187999,1
83,5865,210624199612125503,340321194107097928,1
83,5919,210624199612125503,360830195704026169,1
83,7114,210624199612125503,430800198103150491,1
83,7769,210624199612125503,420526193409124715,1
83,8041,210624199612125503,410883196904219178,1
83,9335,210624199612125503,411001196201017900,1
86,253,141130199201121893,422826198409277392,1
86,770,141130199201121893,431300199105243702,1
86,1085,141130199201121893,410403200103078390,1
86,1170,141130199201121893,320282198008029323,1
86,1225,141130199201121893,370800197403306522,1
86,1432,141130199201121893,510901193507095993,1
86,2626,141130199201121893,340200197703122399,1
86,2868,141130199201121893,520600195611025272,1
86,3542,141130199201121893,150125195205143485,1
86,3616,141130199201121893,652700198009219613,1
86,3834,141130199201121893,350582197801042926,1
86,3856,141130199201121893,350900193606232096,1
86,4446,141130199201121893,341881195811116714,1
86,4666,141130199201121893,450321196101030348,1
86,4750,141130199201121893,430223195611017193,1
86,4878,141130199201121893,610521197403302957,1
86,4912,141130199201121893,410000195602088732,1
86,5092,141130199201121893,44522419960211518X,1
86,5846,141130199201121893,210421196211252268,1
86,6046,141130199201121893,411100199306128351,1
86,6481,141130199201121893,360622193603247886,1
86,7580,141130199201121893,230803198809053521,1
86,7617,141130199201121893,621101193404087723,1
86,7618,141130199201121893,320724193705090518,1
86,7746,141130199201121893,632223198005306676,1
86,7825,141130199201121893,350823198611050272,1
86,7847,141130199201121893,520602198108194761,1
86,7850,141130199201121893,610113193203012138,1
86,7882,141130199201121893,35052619600625609X,1
86,8615,141130199201121893,350802199102217401,1
86,8693,141130199201121893,32068219430205331X,1
86,8769,141130199201121893,411681195512318014,1
86,9511,141130199201121893,371300197807277506,1
86,9585,141130199201121893,230307197502152756,1
86,9694,141130199201121893,450701196807296179,1
89,39,150105194502268137,150121193905133320,1
89,459,150105194502268137,350700199705169906,1
89,854,150105194502268137,620602196001220178,1
89,973,150105194502268137,522327195708149066,1
89,1064,150105194502268137,450204196904048363,1
89,2230,150105194502268137,52020119411212222X,1
89,2641,150105194502268137,51013219561214569X,1
89,2661,150105194502268137,500114199802176255,1
89,3377,150105194502268137,430723198310055488,1
89,3641,150105194502268137,513200198007283534,1
89,4462,150105194502268137,220203196408034756,1
89,6529,150105194502268137,350623193709092442,1
89,6949,150105194502268137,44010519720321895X,1
89,6983,150105194502268137,441481197208251402,1
89,7278,150105194502268137,320800193603193107,1
89,7613,150105194502268137,230422197106052744,1
89,7618,150105194502268137,320724193705090518,1
89,7633,150105194502268137,340403193911236472,1
89,7778,150105194502268137,441721199106162766,1
89,8159,150105194502268137,350205198711232107,1
89,8684,150105194502268137,210922197208190199,1
89,8921,150105194502268137,220403197910127275,1
100,813,370724193112247400,420301195109119923,1
100,1715,370724193112247400,610581198404274442,1
100,1744,370724193112247400,622923195906095936,1
100,2674,370724193112247400,540223196304186624,1
100,5704,370724193112247400,652701196510286008,1
100,6310,370724193112247400,371003197802139051,1
100,6450,370724193112247400,620800196309032497,1
100,6807,370724193112247400,610428197502244843,1
100,8069,370724193112247400,410329197208162883,1
100,8410,370724193112247400,442000199401046419,1
100,8427,370724193112247400,632525200007223398,1
100,9356,370724193112247400,622924196406159404,1
100,9527,370724193112247400,420302199603294238,1
100,9928,370724193112247400,520327194505250221,1
105,1285,431123199102140656,611001194510083301,1
105,2027,431123199102140656,530922194103137245,1
105,3966,431123199102140656,510503195608097357,1
105,4593,431123199102140656,532929195504194217,1
105,5065,431123199102140656,620105197208017819,1
105,5267,431123199102140656,510181199602298399,1
105,5910,431123199102140656,450329197911282622,1
105,8701,431123199102140656,620501196207267295,1
105,9313,431123199102140656,440802193903227962,1
105,9755,431123199102140656,621223195112082632,1
109,203,23011119670125130X,621026198602242215,1
109,770,23011119670125130X,431300199105243702,1
109,1237,23011119670125130X,411421195703067943,1
109,1367,23011119670125130X,341022195810119020,1
109,1874,23011119670125130X,540223196909210738,1
109,2674,23011119670125130X,540223196304186624,1
109,3191,23011119670125130X,431224199811197235,1
109,3198,23011119670125130X,331004199704231995,1
109,3274,23011119670125130X,430321198207157385,1
109,3539,23011119670125130X,520221198807208162,1
109,3885,23011119670125130X,431128195503069508,1
109,4952,23011119670125130X,450327199901273374,1
109,5090,23011119670125130X,511025198410310488,1
109,5184,23011119670125130X,530421197012026785,1
109,5382,23011119670125130X,522725200107070822,1
109,6122,23011119670125130X,371083193010029376,1
109,6295,23011119670125130X,410221198407317217,1
109,6480,23011119670125130X,230903197008051228,1
109,6543,23011119670125130X,513400199107096344,1
109,7617,23011119670125130X,621101193404087723,1
109,7633,23011119670125130X,340403193911236472,1
109,7766,23011119670125130X,510800194607311166,1
109,7769,23011119670125130X,420526193409124715,1
109,8294,23011119670125130X,632624196808151558,1
109,8295,23011119670125130X,370214199708098933,1
109,8649,23011119670125130X,410322193408165779,1
109,8742,23011119670125130X,320583194606286842,1
109,9029,23011119670125130X,431121199807266790,1
109,9511,23011119670125130X,371300197807277506,1
109,9547,23011119670125130X,610802196504291356,1
109,9834,23011119670125130X,320803193303070163,1
109,9885,23011119670125130X,640303199710185691,1
112,699,530101197201301633,53012719570906010X,1
112,2686,530101197201301633,621123194701010047,1
112,3158,530101197201301633,621026200110157225,1
112,4137,530101197201301633,540202197103108657,1
112,9887,530101197201301633,654000198307182963,1
116,56,220721193502075446,371601199409215264,1
116,82,220721193502075446,510182197803122231,1
116,598,220721193502075446,511524196205224785,1
116,717,220721193502075446,371003193406174412,1
116,884,220721193502075446,61083119590714434X,1
116,1256,220721193502075446,632726194008243154,1
116,1451,220721193502075446,44060419801029568X,1
116,2075,220721193502075446,610403198111125027,1
116,2600,220721193502075446,500114196104108374,1
116,3323,220721193502075446,310109193505194189,1
116,4219,220721193502075446,232700195306272072,1
116,4388,220721193502075446,610303195911030393,1
116,4391,220721193502075446,441481195205203959,1
116,5570,220721193502075446,530114195910240610,1
116,6853,220721193502075446,450601199504156441,1
116,7066,220721193502075446,652901194105111484,1
116,7369,220721193502075446,370724194302127586,1
116,8636,220721193502075446,640502195905240423,1
124,2088,500114198606092914,530800197205078274,1
124,2453,500114198606092914,610500195501105876,1
124,3804,500114198606092914,653024198904174689,1
124,6216,500114198606092914,510100197903018517,1
124,7187,500114198606092914,520324197903132700,1
124,7238,500114198606092914,53000019480808676X,1
124,7701,500114198606092914,630221197605040489,1
124,7999,500114198606092914,542430197512274232,1
124,8021,500114198606092914,511700198711221340,1
124,8339,500114198606092914,520301197512227345,1
130,100,140224194907056311,370724193112247400,1
130,453,140224194907056311,33100019570805470X,1
130,1459,140224194907056311,360427194412189308,1
130,1637,140224194907056311,652929194710036108,1
130,2518,140224194907056311,230208199801124982,1
130,3029,140224194907056311,150425197610177529,1
130,3390,140224194907056311,34150119990325687X,1
130,3528,140224194907056311,441881195203214314,1
130,4922,140224194907056311,654223198803092890,1
130,5594,140224194907056311,220681197906230413,1
130,5788,140224194907056311,420701197812193974,1
130,5810,140224194907056311,371100197402033940,1
130,6142,140224194907056311,440401193107177871,1
130,6993,140224194907056311,610202197104150433,1
130,7163,140224194907056311,360728193712067802,1
130,7354,140224194907056311,41162719580129003X,1
130,7356,140224194907056311,360425193611059306,1
130,8410,140224194907056311,442000199401046419,1
130,8427,140224194907056311,632525200007223398,1
130,9026,140224194907056311,43312319591111622X,1
131,1939,410501193602267129,411100197505297132,1
131,2403,410501193602267129,640100195002187989,1
131,2608,410501193602267129,460107199008306730,1
131,2788,410501193602267129,522324196401170958,1
131,2975,410501193602267129,621026196009237942,1
131,4039,410501193602267129,510682200002258405,1
131,4857,410501193602267129,500118194811290511,1
131,5234,410501193602267129,440103196911225248,1
131,5570,410501193602267129,530114195910240610,1
131,5893,410501193602267129,42020119471022429X,1
131,7086,410501193602267129,441882199312204785,1
131,7655,410501193602267129,500240196009068464,1
131,7778,410501193602267129,441721199106162766,1
131,8432,410501193602267129,611025193306088179,1
131,8821,410501193602267129,511528194512223260,1
131,9682,410501193602267129,621225194708256267,1
135,4,430321193203100055,511623196307302691,1
135,406,430321193203100055,542100196810081296,1
135,791,430321193203100055,51072719851125653X,1
135,1341,430321193203100055,640502197302012965,1
135,2840,430321193203100055,530101194007189859,1
135,3189,430321193203100055,510400197401199051,1
135,3528,430321193203100055,441881195203214314,1
135,3564,430321193203100055,652100193403031162,1
135,3709,430321193203100055,450621195706263496,1
135,5257,430321193203100055,440825197507024795,1
135,8294,430321193203100055,632624196808151558,1
142,327,410926197912084026,520303193602211843,1
142,641,410926197912084026,530829199301145926,1
142,1082,410926197912084026,411301198701051326,1
142,1451,410926197912084026,44060419801029568X,1
142,1502,410926197912084026,621126197312064722,1
142,2561,410926197912084026,440104195308315654,1
142,2895,410926197912084026,431226194311137260,1
142,3706,410926197912084026,610729197106102926,1
142,3782,410926197912084026,620922193812103897,1
142,3918,410926197912084026,520111198204026185,1
142,4081,410926197912084026,500233193405206841,1
142,4262,410926197912084026,621201196002204412,1
142,4801,410926197912084026,42032519360426453X,1
142,5908,410926197912084026,420000197212247997,1
142,6147,410926197912084026,610304193104111311,1
142,6625,410926197912084026,540236200107264276,1
142,7205,410926197912084026,61010119411219887X,1
142,7865,410926197912084026,450226196312211401,1
142,8217,410926197912084026,530723196405195664,1
142,9070,410926197912084026,440983194506049849,1
142,9104,410926197912084026,451324197507305924,1
148,973,430204193708207294,522327195708149066,1
148,2706,430204193708207294,62082619530114635X,1
148,3407,430204193708207294,653131195102066331,1
148,3430,430204193708207294,510812195811210186,1
148,3807,430204193708207294,51130119780713513X,1
148,3817,430204193708207294,520101198208283573,1
148,4700,430204193708207294,542133197301103188,1
148,5123,430204193708207294,530700193802182244,1
148,7274,430204193708207294,640424197010070314,1
148,7510,430204193708207294,530102196710290604,1
148,7802,430204193708207294,430503196702179388,1
148,8737,430204193708207294,610302196206127593,1
148,8841,430204193708207294,522301196611029480,1
157,82,410926196908208044,510182197803122231,1
157,203,410926196908208044,621026198602242215,1
157,355,410926196908208044,513321199804180193,1
157,1066,410926196908208044,621202199909109392,1
157,1068,410926196908208044,440000197503021940,1
157,1271,410926196908208044,640000197509140331,1
157,2221,410926196908208044,520303199405015736,1
157,4162,410926196908208044,420104199205104891,1
157,5382,410926196908208044,522725200107070822,1
157,5722,410926196908208044,530922196903067539,1
157,6393,410926196908208044,511922195706307989,1
157,6783,410926196908208044,513224197507225580,1
157,7993,410926196908208044,510525195308221123,1
157,9760,410926196908208044,532622198605189188,1
164,379,520400200001262935,530000195208285153,1
164,2627,520400200001262935,610601198701064875,1
164,4164,520400200001262935,522628195802288938,1
164,4239,520400200001262935,610701197401319849,1
164,7159,520400200001262935,53250119401227439X,1
164,7238,520400200001262935,53000019480808676X,1
164,9727,520400200001262935,620402196212221284,1
170,1784,41018519520617024X,500229199502257520,1
170,3044,41018519520617024X,469006195910154813,1
170,3324,41018519520617024X,410821196403049132,1
170,3487,41018519520617024X,540232196702086633,1
170,3606,41018519520617024X,411503194211284958,1
170,4353,41018519520617024X,532926195509056682,1
170,5647,41018519520617024X,530100197007233896,1
170,7728,41018519520617024X,621222193007135856,1
175,832,45103119760502893X,640100193801091669,1
175,2137,45103119760502893X,520421194904101757,1
175,2875,45103119760502893X,511827195307101584,1
175,9262,45103119760502893X,659003197408181563,1
177,567,131124193303280936,320706195901097625,1
177,1874,131124193303280936,540223196909210738,1
177,2030,131124193303280936,610481194807150862,1
177,2513,131124193303280936,15052419330803021X,1
177,2840,131124193303280936,530101194007189859,1
177,4039,131124193303280936,510682200002258405,1
177,4719,131124193303280936,330328194108117719,1
177,5019,131124193303280936,340121198110273918,1
177,5205,131124193303280936,610582194411031789,1
177,5594,131124193303280936,220681197906230413,1
177,5987,131124193303280936,150428193106106597,1
177,6104,131124193303280936,140926197509057751,1
177,6459,131124193303280936,360430196301094020,1
177,6467,131124193303280936,511724199105044861,1
177,6484,131124193303280936,330282193108053530,1
177,7700,131124193303280936,211223194212313492,1
177,8109,131124193303280936,520203193605272638,1
177,8945,131124193303280936,220281197701273338,1
177,9169,131124193303280936,140100199603282914,1
181,39,141121198802227158,150121193905133320,1
181,77,141121198802227158,371702194406108403,1
181,182,141121198802227158,532823197301187514,1
181,787,141121198802227158,350201193203247929,1
181,1254,141121198802227158,610526197912070391,1
181,1506,141121198802227158,451222196809237573,1
181,1588,141121198802227158,610423198611026266,1
181,1962,141121198802227158,410323196406166233,1
181,2310,141121198802227158,150726194410201466,1
181,2467,141121198802227158,510131193311148285,1
181,2959,141121198802227158,36062219980810427X,1
181,3442,141121198802227158,410611196512121312,1
181,3641,141121198802227158,513200198007283534,1
181,3698,141121198802227158,340181194712047932,1
181,4526,141121198802227158,542129196903214214,1
181,4862,141121198802227158,230706194107150867,1
181,5595,141121198802227158,32020419790302244X,1
181,5788,141121198802227158,420701197812193974,1
181,5809,141121198802227158,220300195901127579,1
181,5846,141121198802227158,210421196211252268,1
181,5850,141121198802227158,610827198706207761,1
181,6152,141121198802227158,360423193109027349,1
181,6408,141121198802227158,370402194709064666,1
181,6931,141121198802227158,540100198905206060,1
181,6988,141121198802227158,610724199011219192,1
181,7077,141121198802227158,610423198811068639,1
181,7510,141121198802227158,530102196710290604,1
181,7854,141121198802227158,652825200103051135,1
181,8049,141121198802227158,522728196007119473,1
181,8445,141121198802227158,37082719471109090X,1
181,8615,141121198802227158,350802199102217401,1
181,8723,141121198802227158,330482197412141200,1
181,8878,141121198802227158,520101199303250387,1
181,9026,141121198802227158,43312319591111622X,1
181,9096,141121198802227158,411327196806105778,1
181,9165,141121198802227158,341202193906274013,1
181,9480,141121198802227158,230407197910272787,1
181,9727,141121198802227158,620402196212221284,1
182,1091,532823197301187514,610723193505177873,1
182,1888,532823197301187514,650109198605221237,1
182,3876,532823197301187514,620401196608034649,1
182,7077,532823197301187514,610423198811068639,1
182,7200,532823197301187514,610113198112128314,1
182,8190,532823197301187514,540222196808036922,1
184,406,131125196203218510,542100196810081296,1
184,3709,131125196203218510,450621195706263496,1
184,3821,131125196203218510,210103196810037616,1
184,3922,131125196203218510,450329194101028231,1
184,4183,131125196203218510,610481199801147753,1
184,4223,131125196203218510,62012319330615773X,1
184,4609,131125196203218510,370301198103052966,1
184,4782,131125196203218510,330203193803066880,1
184,5097,131125196203218510,370300199607044159,1
184,5370,131125196203218510,350102194110235190,1
184,5651,131125196203218510,520400193904238124,1
184,6264,131125196203218510,610602193107263541,1
184,6450,131125196203218510,620800196309032497,1
184,6481,131125196203218510,360622193603247886,1
184,7427,131125196203218510,371312193302150726,1
184,8120,131125196203218510,421303198706188684,1
184,8226,131125196203218510,654324195901218360,1
184,8571,131125196203218510,511321198812085800,1
184,8962,131125196203218510,371721196410153459,1
184,9061,131125196203218510,420800195011276104,1
184,9372,131125196203218510,371325193908174636,1
184,9588,131125196203218510,640121198207263135,1
184,9699,131125196203218510,65292819521208456X,1
198,911,542231193905190301,621027197004237469,1
198,1715,542231193905190301,610581198404274442,1
198,5114,542231193905190301,640424194301299641,1
203,1066,621026198602242215,621202199909109392,1
203,3996,621026198602242215,64052119730815041X,1
209,198,35080119530307262X,542231193905190301,1
209,748,35080119530307262X,52011119990209258X,1
209,1606,35080119530307262X,430525194803041117,1
209,4889,35080119530307262X,532301198505115095,1
209,5278,35080119530307262X,610721196207036619,1
209,5337,35080119530307262X,510603193507219091,1
209,5843,35080119530307262X,451121198501259239,1
209,6459,35080119530307262X,360430196301094020,1
209,7275,35080119530307262X,610723193109220702,1
209,8847,35080119530307262X,411523196212032941,1
209,9235,35080119530307262X,500111196111175293,1
209,9341,35080119530307262X,430801193904219122,1
209,9759,35080119530307262X,430102196004117333,1
209,9778,35080119530307262X,65420119370728332X,1
216,43,340503196001278437,350401197803015506,1
216,1384,340503196001278437,520115200012022679,1
216,3324,340503196001278437,410821196403049132,1
216,3987,340503196001278437,510900194305239168,1
216,4332,340503196001278437,610632197802179065,1
216,4871,340503196001278437,411728195912249701,1
216,5392,340503196001278437,37140119970208766X,1
216,5527,340503196001278437,420322193206018991,1
216,6040,340503196001278437,542623197809128559,1
216,6426,340503196001278437,350626197809016372,1
216,6969,340503196001278437,371601193906058530,1
216,7381,340503196001278437,510124196108151411,1
216,7712,340503196001278437,421022196505183493,1
